Date,Open,High,Low,Close,Adj Close,Volume
2023-08-11,143.119995,143.449997,142.210007,143.119995,138.858124,2526000
2023-08-14,143.050003,143.369995,141.800003,141.910004,137.684158,4226400
2023-08-15,141.500000,142.309998,141.199997,141.869995,137.645325,3656600
2023-08-16,141.699997,142.089996,140.559998,140.639999,136.451965,3285300
2023-08-17,141.009995,142.660004,140.600006,140.660004,136.471375,3742100
2023-08-18,140.000000,141.830002,139.759995,141.410004,137.199036,3914700
2023-08-21,141.419998,142.389999,141.110001,142.279999,138.043121,2937800
2023-08-22,142.660004,143.229996,141.300003,141.490005,137.276642,3557500
2023-08-23,141.720001,143.479996,141.580002,143.410004,139.139465,2559100
2023-08-24,143.509995,144.470001,143.220001,143.550003,139.275314,2900200
2023-08-25,144.179993,145.470001,143.500000,145.350006,141.021729,3660100
2023-08-28,145.410004,146.740005,145.210007,146.020004,141.671753,3561100
2023-08-29,146.300003,146.729996,145.619995,146.449997,142.088943,2778100
2023-08-30,146.419998,146.919998,145.750000,146.860001,142.486740,2245400
2023-08-31,146.940002,147.729996,146.539993,146.830002,142.457642,3885900
2023-09-01,147.259995,148.100006,146.919998,147.940002,143.534576,2727500
2023-09-05,147.910004,149.000000,147.570007,148.130005,143.718933,3731300
2023-09-06,147.660004,148.330002,147.119995,148.059998,143.651001,2932200
2023-09-07,148.130005,148.779999,147.399994,147.520004,143.127090,3332900
2023-09-08,147.350006,148.589996,147.259995,147.679993,143.282318,3722800
2023-09-11,148.570007,148.779999,147.580002,148.380005,143.961487,3273600
2023-09-12,147.919998,148.000000,145.800003,146.300003,141.943405,4457700
2023-09-13,145.949997,146.979996,145.919998,146.550003,142.185974,2627800
2023-09-14,147.380005,147.729996,146.479996,147.350006,142.962158,2723100
2023-09-15,147.110001,147.850006,145.529999,145.990005,141.642654,6231400
2023-09-18,145.770004,146.479996,145.059998,145.089996,140.769455,2508100
2023-09-19,145.000000,146.720001,144.660004,146.520004,142.156876,3945400
2023-09-20,148.360001,151.929993,148.130005,149.830002,145.368301,9632400
2023-09-21,149.000000,149.250000,147.309998,147.380005,142.991272,4944600
2023-09-22,147.410004,148.100006,146.820007,146.910004,142.535248,2562000
2023-09-25,146.570007,147.429993,146.250000,146.479996,142.118057,2694200
2023-09-26,145.509995,146.169998,143.020004,143.240005,138.974548,4824700
2023-09-27,143.669998,143.820007,141.759995,143.169998,138.906631,4439800
2023-09-28,142.139999,142.279999,140.210007,141.580002,137.363968,5783200
2023-09-29,142.000000,142.130005,139.610001,140.300003,136.122086,5703600
2023-10-02,140.039993,141.449997,139.860001,140.800003,136.607208,3275300
2023-10-03,140.869995,141.639999,140.000000,140.389999,136.209412,3284400
2023-10-04,140.369995,141.199997,139.990005,141.070007,136.869171,2637600
2023-10-05,140.899994,141.699997,140.190002,141.520004,137.305756,3223900
2023-10-06,141.399994,142.940002,140.110001,142.029999,137.800568,3511100
2023-10-09,142.300003,142.399994,140.679993,142.199997,137.965515,2354400
2023-10-10,142.600006,143.419998,141.720001,142.110001,137.878189,3015800
2023-10-11,142.509995,143.339996,142.139999,143.229996,138.964844,2511500
2023-10-12,142.509995,142.929993,140.949997,141.240005,137.034088,3921100
2023-10-13,139.770004,140.119995,138.270004,138.460007,134.336884,4582800
2023-10-16,139.279999,139.779999,138.520004,139.210007,135.064545,3361500
2023-10-17,137.119995,140.619995,136.309998,140.320007,136.141495,4172800
2023-10-18,140.000000,140.429993,139.580002,139.970001,135.801926,3330000
2023-10-19,138.639999,139.410004,137.929993,138.009995,133.900284,5314200
2023-10-20,138.149994,139.270004,137.119995,137.160004,133.075592,4865300
2023-10-23,136.630005,137.679993,135.869995,136.380005,132.318832,3457500
2023-10-24,136.740005,137.979996,136.050003,137.789993,133.686829,3698000
2023-10-25,137.500000,138.490005,136.330002,137.080002,132.997971,6472500
2023-10-26,142.199997,144.410004,141.580002,143.759995,139.479050,11130200
2023-10-27,143.619995,144.699997,141.710007,142.520004,138.275970,5469200
2023-10-30,143.190002,144.500000,142.580002,142.630005,138.382721,4204100
2023-10-31,143.000000,144.759995,142.589996,144.639999,140.332840,6591800
2023-11-01,145.000000,146.509995,144.449997,145.399994,141.070221,4750100
2023-11-02,145.770004,147.100006,144.839996,147.009995,142.632278,3902700
2023-11-03,147.449997,148.449997,147.279999,147.899994,143.495773,3510100
2023-11-06,147.889999,149.229996,147.850006,148.970001,144.533905,4597200
2023-11-07,149.029999,149.279999,148.029999,148.830002,144.398071,3549900
2023-11-08,149.250000,149.679993,147.589996,148.029999,143.621902,3618600
2023-11-09,146.550003,146.990005,145.279999,146.619995,143.867218,3412700
2023-11-10,147.440002,149.169998,146.850006,149.020004,146.222168,3179000
2023-11-13,148.460007,148.490005,147.350006,148.100006,145.319427,2647200
2023-11-14,149.449997,150.809998,149.050003,150.410004,147.586060,4321900
2023-11-15,150.399994,153.220001,150.399994,152.580002,149.715317,4632500
2023-11-16,153.000000,153.350006,152.130005,153.059998,150.186295,3519200
2023-11-17,153.289993,153.500000,152.460007,152.889999,150.019501,4426500
2023-11-20,152.509995,154.679993,152.350006,154.350006,151.452087,3658500
2023-11-21,154.600006,154.660004,153.509995,153.910004,151.020355,2859500
2023-11-22,154.500000,155.710007,154.160004,155.130005,152.217453,3044700
2023-11-24,155.130005,155.399994,153.919998,155.179993,152.266479,1799200
2023-11-27,154.990005,156.139999,154.750000,155.570007,152.649185,4053100
2023-11-28,155.440002,155.750000,154.860001,155.649994,152.727676,2666200
2023-11-29,156.149994,157.509995,156.020004,156.410004,153.473404,3568900
2023-11-30,156.949997,158.600006,156.889999,158.559998,155.583038,6740600
2023-12-01,158.410004,160.589996,158.000000,160.550003,157.535675,4871000
2023-12-04,160.289993,162.789993,160.289993,161.100006,158.075363,5779000
2023-12-05,160.759995,162.470001,160.720001,161.389999,158.359909,4556700
2023-12-06,161.589996,162.350006,160.009995,160.279999,157.270737,3555900
2023-12-07,161.000000,161.470001,159.970001,160.220001,157.211868,3665500
2023-12-08,160.000000,162.039993,160.000000,161.960007,158.919205,4560400
2023-12-11,162.679993,163.649994,161.949997,163.509995,160.440094,6077200
2023-12-12,163.270004,166.339996,162.919998,164.710007,161.617569,5292300
2023-12-13,164.369995,164.970001,162.740005,163.619995,160.548035,4989100
2023-12-14,162.929993,163.500000,160.149994,162.910004,159.851364,6129800
2023-12-15,162.300003,164.089996,162.039993,162.229996,159.184128,11015600
2023-12-18,162.229996,163.330002,161.580002,162.740005,159.684555,3677300
2023-12-19,161.800003,162.279999,161.320007,161.559998,158.526718,3766600
2023-12-20,161.289993,161.800003,160.009995,160.050003,157.045059,4865800
2023-12-21,160.589996,161.080002,159.529999,160.779999,157.761353,2982900
2023-12-22,161.100006,162.410004,161.000000,162.139999,159.095825,2439800
2023-12-26,162.229996,163.309998,162.050003,163.210007,160.145737,1772400
2023-12-27,163.139999,163.639999,162.679993,163.460007,160.391052,3234600
2023-12-28,163.960007,163.960007,163.399994,163.750000,160.675598,2071300
2023-12-29,163.750000,164.179993,162.830002,163.550003,160.479355,2525600
2024-01-02,162.830002,163.289993,160.460007,161.500000,158.467834,3825000
2024-01-03,161.000000,161.729996,160.080002,160.100006,157.094131,4086100
2024-01-04,160.220001,161.809998,160.169998,160.860001,157.839859,3212000
2024-01-05,159.910004,160.550003,158.669998,159.160004,156.171783,4199400
2024-01-08,158.690002,161.220001,157.889999,161.139999,158.114594,3321700
2024-01-09,160.000000,160.479996,159.509995,160.080002,157.074509,2617200
2024-01-10,160.279999,161.339996,159.740005,161.229996,158.202896,2967800
2024-01-11,161.020004,162.229996,160.289993,162.160004,159.115448,3778200
2024-01-12,162.970001,165.979996,162.350006,165.800003,162.687103,4956400
2024-01-16,165.800003,167.250000,165.339996,166.960007,163.825333,4869600
2024-01-17,166.789993,167.820007,165.500000,166.080002,162.961853,4288600
2024-01-18,166.490005,166.990005,165.039993,166.839996,163.707565,3776900
2024-01-19,170.589996,171.580002,169.179993,171.479996,168.260452,6925800
2024-01-22,172.820007,174.449997,172.399994,172.830002,169.585129,4926000
2024-01-23,172.899994,174.020004,172.479996,173.940002,170.674286,3983500
2024-01-24,174.759995,174.860001,172.899994,173.929993,170.664459,9097800
2024-01-25,184.960007,196.899994,184.830002,190.429993,186.854660,29596200
2024-01-26,191.309998,192.389999,186.160004,187.419998,183.901184,9895900
2024-01-29,187.460007,189.460007,186.050003,187.139999,183.626450,6107900
2024-01-30,187.710007,188.649994,186.770004,187.869995,184.342728,4575100
2024-01-31,187.050003,187.649994,183.139999,183.660004,180.211777,8876100
2024-02-01,183.630005,187.509995,182.710007,186.899994,183.390945,4669400
2024-02-02,187.100006,187.389999,185.619995,185.789993,182.301788,4054200
2024-02-05,185.509995,185.779999,183.259995,183.419998,179.976288,4379600
2024-02-06,183.550003,184.679993,183.039993,183.410004,179.966476,3337600
2024-02-07,183.339996,184.020004,182.630005,183.740005,180.290283,4841200
2024-02-08,182.630005,184.550003,181.490005,184.360001,182.547867,5161200
2024-02-09,184.440002,187.179993,183.850006,186.339996,184.508408,5064600
2024-02-12,185.899994,186.479996,184.029999,186.160004,184.330185,4724000
2024-02-13,184.279999,184.770004,182.360001,183.699997,181.894363,4290500
2024-02-14,185.000000,185.000000,182.259995,183.570007,181.765640,3173400
2024-02-15,183.619995,186.979996,183.619995,186.869995,185.033203,4714300
2024-02-16,186.630005,188.949997,185.949997,187.639999,185.795639,4841900
2024-02-20,187.639999,188.770004,183.059998,183.440002,181.636917,4247200
2024-02-21,182.559998,183.029999,178.750000,179.699997,177.933670,4728500
2024-02-22,182.449997,184.550003,181.929993,184.210007,182.399353,5078400
2024-02-23,184.899994,186.460007,184.570007,185.720001,183.894501,3433800
2024-02-26,185.600006,186.130005,184.059998,184.130005,182.320145,4620800
2024-02-27,184.160004,185.130005,182.619995,184.869995,183.052856,3641400
2024-02-28,184.630005,185.369995,183.550003,185.300003,183.478638,3216300
2024-02-29,186.149994,186.850006,184.690002,185.029999,183.211288,6458500
2024-03-01,185.490005,188.380005,185.179993,188.199997,186.350128,4017300
2024-03-04,187.759995,193.899994,187.600006,193.059998,191.162354,7938300
2024-03-05,192.000000,193.940002,190.570007,191.949997,190.063263,5653600
2024-03-06,193.500000,198.130005,192.960007,196.160004,194.231888,6945800
2024-03-07,197.580002,198.729996,196.139999,196.539993,194.608139,4604500
2024-03-08,196.059998,197.770004,194.380005,195.949997,194.023956,3942500
2024-03-11,195.089996,195.380005,190.880005,191.729996,189.845428,4725100
2024-03-12,192.460007,199.179993,192.149994,197.779999,195.835968,5880100
2024-03-13,197.550003,198.100006,195.320007,196.699997,194.766571,3993300
2024-03-14,196.949997,197.750000,192.119995,193.429993,191.528717,4109600
2024-03-15,191.990005,193.059998,190.699997,191.070007,189.191925,8827900
2024-03-18,191.699997,193.229996,190.320007,191.690002,189.805832,5410600
2024-03-19,191.490005,193.580002,190.279999,193.339996,191.439606,5317300
2024-03-20,192.869995,193.979996,191.309998,193.960007,192.053513,3238600
2024-03-21,193.000000,193.369995,190.009995,191.899994,190.013748,6013600
2024-03-22,192.000000,192.990005,190.509995,190.839996,188.964172,3987700
2024-03-25,190.259995,190.820007,188.750000,188.789993,186.934326,3718300
2024-03-26,189.020004,190.000000,188.500000,188.500000,186.647186,4229500
2024-03-27,189.600006,190.960007,188.600006,190.800003,188.924576,3693300
2024-03-28,190.940002,191.929993,190.339996,190.960007,189.083008,3742200
2024-04-01,190.000000,190.460007,188.520004,189.830002,187.964111,2364300
2024-04-02,189.139999,189.800003,187.600006,188.880005,187.023453,2693500
2024-04-03,188.600006,191.350006,188.490005,190.899994,189.023590,2826200
2024-04-04,192.000000,193.279999,187.339996,187.940002,186.092682,2983900
2024-04-05,188.589996,190.320007,188.020004,189.139999,187.280884,2013600
2024-04-08,189.240005,190.240005,188.910004,189.820007,187.954208,2678300
2024-04-09,190.539993,191.250000,186.660004,189.309998,187.449219,2794200
2024-04-10,187.419998,187.919998,185.520004,186.039993,184.211349,3081700
2024-04-11,186.039993,186.800003,184.580002,185.899994,184.072723,2861700
2024-04-12,184.000000,185.169998,181.690002,182.270004,180.478424,3545100
2024-04-15,185.570007,187.479996,180.880005,181.250000,179.468445,3528100
2024-04-16,185.589996,185.710007,182.860001,183.750000,181.943863,4473700
2024-04-17,184.160004,184.669998,181.779999,183.100006,181.300262,3003000
2024-04-18,182.350006,183.460007,180.169998,181.470001,179.686279,2886700
2024-04-19,182.429993,182.800003,180.570007,181.580002,179.795197,3037600
2024-04-22,182.449997,183.320007,180.449997,181.899994,180.112045,3076500
2024-04-23,182.729996,184.679993,179.000000,182.190002,180.399200,5950200
2024-04-24,183.169998,184.289993,181.399994,184.100006,182.290436,7616600
2024-04-25,168.199997,172.449997,165.660004,168.910004,167.249741,16702200
2024-04-26,167.500000,167.869995,165.729996,167.130005,165.487244,8983800
2024-04-29,167.399994,168.220001,166.229996,167.429993,165.784271,5242200
2024-04-30,166.490005,166.759995,165.259995,166.199997,164.566376,6011600
2024-05-01,165.690002,166.270004,164.300003,164.429993,162.813766,4029900
2024-05-02,164.350006,164.880005,162.619995,164.690002,163.071213,3829900
2024-05-03,165.000000,166.610001,164.919998,165.710007,164.081192,3400400
2024-05-06,166.500000,168.669998,166.380005,168.610001,166.952682,4222300
2024-05-07,169.000000,169.289993,167.940002,168.380005,166.724945,3155300
2024-05-08,168.009995,170.259995,167.899994,169.899994,168.229996,3522000
2024-05-09,167.500000,167.550003,165.880005,166.270004,166.270004,4266600
2024-05-10,167.130005,168.070007,166.320007,167.149994,167.149994,2255400
2024-05-13,167.500000,168.059998,166.759995,167.559998,167.559998,2414900
2024-05-14,167.860001,168.130005,166.479996,167.360001,167.360001,2601000
2024-05-15,167.940002,168.350006,167.339996,168.259995,168.259995,4468800
2024-05-16,168.259995,169.630005,167.789993,168.970001,168.970001,3492300
2024-05-17,168.970001,169.110001,167.330002,169.029999,169.029999,2956400
2024-05-20,169.000000,170.160004,168.380005,169.919998,169.919998,2726300
2024-05-21,169.940002,174.970001,169.940002,173.470001,173.470001,6459800
2024-05-22,173.389999,174.990005,172.759995,173.690002,173.690002,3294900
2024-05-23,175.389999,175.460007,170.440002,170.669998,170.669998,3341300
2024-05-24,171.479996,172.009995,170.210007,170.889999,170.889999,2587400
2024-05-28,170.440002,171.089996,168.649994,169.660004,169.660004,2629500
2024-05-29,168.000000,168.630005,166.210007,167.050003,167.050003,4206600
2024-05-30,165.559998,166.729996,164.229996,165.630005,165.630005,3853000
2024-05-31,165.699997,166.970001,163.839996,166.850006,166.850006,4905000
2024-06-03,166.539993,166.779999,163.529999,165.279999,165.279999,2776100
2024-06-04,164.600006,166.399994,163.880005,165.809998,165.809998,2594200
2024-06-05,166.410004,167.789993,165.779999,167.380005,167.380005,3049400
2024-06-06,167.380005,168.440002,166.800003,168.199997,168.199997,2207100
2024-06-07,168.179993,171.309998,168.059998,170.009995,170.009995,3475500
2024-06-10,169.550003,170.759995,168.880005,170.380005,170.380005,3444700
2024-06-11,169.979996,170.000000,166.809998,169.320007,169.320007,2951300
2024-06-12,171.350006,172.470001,168.100006,169.000000,169.000000,3522700
2024-06-13,169.009995,169.589996,168.339996,169.119995,169.119995,3525700
2024-06-14,168.289993,169.470001,167.229996,169.210007,169.210007,2777700
2024-06-17,168.759995,169.720001,167.500000,169.500000,169.500000,3239800
2024-06-18,170.000000,170.750000,168.380005,170.550003,170.550003,3386400
2024-06-20,174.080002,174.279999,171.220001,173.919998,173.919998,4723100
2024-06-21,173.970001,174.960007,171.399994,172.460007,172.460007,10182000
2024-06-24,175.000000,178.460007,174.149994,175.009995,175.009995,4864700
2024-06-25,175.139999,175.750000,171.419998,172.600006,172.600006,4119300
2024-06-26,171.279999,172.679993,170.410004,171.869995,171.869995,2779000
